Citation,Parent.Statute,Document.Description,File,Entity.Empowered,Triggering.Event,Describe.Health.Emergency,State.Trigger,Location,Military.Involvement..Federal.,Document.Type,Preliminary.Screening,Source,Chapter,Date.Originally.Published..from.File.,Date.Last.Updated..from.File.,PDF..from.File.,Note,url..from.File.,Funding.Stream.,Funding.Stream.Description,Waiver.Authority,Regulations..Relevant.Chapter..Section.or.Article,Scenarios.Matrix,Plans...Strategies
42 U.S.C. § 1395dd (h),Examination and treatment for emergency medical conditional and women in labor (EMTALA) ,A hospital may not delay appropriate medical screening for emergency medical conditions or treatment for such a condition in order to inquire about the individual's insurance status or intended payment method. ,Examination and treatment for emergency medical conditional and women in labor (EMTALA),Department of Health and Human Services,Hospital Receives Federal Funding,,Not applicable,Domestic,No,Legislation,Include,EMTALA,NA,4/7/86,1/1/22,USCODE-2022-title42-chap7-subchapXVIII-partE-sec1395dd.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/3-Cr8fROVDRQgAChMO_Faw/Z57mTd9uVTuT0c3AgZIUPWmBHsoBCB54JfGJwwRO4NHpsIwFkQZ72qrcmHTcwy2FAyGcxPhj9sr77K-tMhH1Sv9z__G6kNDlWQK46fp_i5TpBtGnlenEbdMIZ-iTOH2xJcCVRL6TAxITvxQTKcyF9nAC8Vn7ErRcE9QTPsUhrpVUbFlQYCuSunuzrHqRfEV33WGz4gCTeb9nZYzRN50s17h0UFnr2etEGVQYZuFMNZ0/8XWRBGof2ARsNP1Pi4vrXYWX1l_tkBezVuH9W1-PYNU),,https://www.govinfo.gov/content/pkg/USCODE-2022-title42/pdf/USCODE-2022-title42-chap7-subchapXVIII-partE-sec1395dd.pdf,,,,,Scenario 1,NA
44 C.F.R. §§ 206.1 - 206.17,Stafford Act,Federal Disaster Assistance - General,Stafford Act,Federal Emergency Management Agency,"Presidential Emergency Declarations,Presidential Major Disaster Declaration",Sets out the procedures to be followed for the Stafford Act generally,"Yes,Indian Tribal Government trigger",Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,Reimbursements to other federal agencies,No,"* 44 C.F.R. § 206.5 - Assistance by other Federal agencies
* 44 C.F.R. § 206.6 - Donation or loan of Federal equipment and supplies
* 44 C.F.R. § 206.7 - Implementation of assistance from other Federal agencies
* 44 C.F.R. § 206.8 - Reimbursement of other Federal agencies
* 44 C.F.R. § 206.12 - Use and coordination of relief organizations","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
44 C.F.R. §§ 206.31–206.47,Stafford Act,Federal Disaster Assistance - Declaration process,Stafford Act,Federal Emergency Management Agency,"Natural Disaster,Health Emergency,Act of War,Terrorism","Defines the parameters for ""requests for emergency declarations"" and ""requests for major disaster declarations""","Yes,Indian Tribal Government trigger",Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,* Loans of non-Federal share; cost-share adjustments; triggers all other eligible assistance,Yes,"* 44 C.F.R. § 206.48 - Factors considered when evaluating a Governor's request for a major disaster declaration
* 44 C.F.R. § 206.35 - Requests for emergency declarations
* 44 C.F.R. § 206.36 - Requests for major disaster declarations 
* 44 C.F.R. § 206.34 - Request for utilization of Department of Defense (DOD) resources
","Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 1",NA
44 C.F.R. §§ 206.31–206.47,Stafford Act,Federal Disaster Assistance - Declaration process,Stafford Act,Executive Office of the President of the United States,"Natural Disaster,Health Emergency,Act of War,Terrorism","Defines the parameters for ""requests for emergency declarations"" and ""requests for major disaster declarations""","Yes,Indian Tribal Government trigger",Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,* Loans of non-Federal share; cost-share adjustments; triggers all other eligible assistance,Yes,"* 44 C.F.R. § 206.48 - Factors considered when evaluating a Governor's request for a major disaster declaration
* 44 C.F.R. § 206.35 - Requests for emergency declarations
* 44 C.F.R. § 206.36 - Requests for major disaster declarations 
* 44 C.F.R. § 206.34 - Request for utilization of Department of Defense (DOD) resources
","Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c,Scenario 1",NA
50 U.S.C. § 1621,National Emergencies Act,"Authorizes the President to declare a national emergency with respect to ""Acts of Congress authorizing the exercise,"" provided that the proclamation is immediately transmitted to Congress and published in the Federal Register; these provisions shall remain in effect only when the President declares a national emergency and in accordance with the NEA more broadly. ",National Emergencies Act,Executive Office of the President of the United States,"Natural Disaster,Health Emergency,Act of War,Terrorism",,,,,,,,NA,9/14/76,,1669500.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/M_iUyNwWKU5zoaFjPmpueQ/mORj8pHOpdHAOlsgcRwoi2lYUiCSR8KvcfY6dwvT_208UQh913e5NTJUeAyKhOitQPGKks6RAKRS-B1P7K8GYcQtTvACu1lAEdcpSLwSP9PPt9J8HvESs6Bs094YieBTTNJFk9R55AN9yWKudP0BEa1obhqJG9vZGT06uWr-8jQ/fDeyRkEBySeVLg3h4iTSY8eRbAKISnJeU0TTC4KVCUw),,https://www.fordlibrarymuseum.gov/library/document/0055/1669500.pdf,,,,,,NA
44 C.F.R. §§ 207.1–207.10,Stafford Act,Management Costs,Stafford Act,Federal Emergency Management Agency,"Presidential Emergency Declarations,Presidential Major Disaster Declaration,No triggering event - Capacity Building",Triggered by mitigation grants OR management costs from implementing hazard relief,"Yes,Indian Tribal Government trigger",Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,"*Public Assistance or Hazard Mitigation Grant Program (HGMP) for ""indirect costs, administrative expenses, and any other expenses not directly chargeable to a specific project that are reasonably incurred by a grantee or sub grantee in administering or managing a PA or HMGP grant award.""",No,"* 44 C.F.R. § 207.3 - Applicability and eligibility
* 44 C.F.R. § 207.4 - Responsibilities 
* 44 C.F.R. § 207.5 - Determination of management cost funding 
* 44 C.F.R. § 207.6 - Use of funds
* 44 C.F.R. § 207.7 - Procedures for requesting management cost funding ","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
44 C.F.R. §§ 208.13–208.66,Stafford Act,National Urban Search & Rescue Response System,Stafford Act,Department of Homeland Security,"Presidential Emergency Declarations,Presidential Major Disaster Declaration","Triggered by ""Emergencies and Major Disasters that are beyond the capabilities of affected State and Local Governments.""",Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,"Reimbursement for participation by Affiliated Personnel, Activated System Members, and Participating Agencies",No,"* 44 C.F.R. § 208.12 - Maximum Pay Rate Table
44 C.F.R. §§ 208.21–208.27: Preparedness Cooperative Agreements (inc. allowable costs and accountability for use of funds)
44 C.F.R. §§ 208.31–208.46: Response Cooperative Agreements (with other agencies, including supply, personnel and fringe benefit costs)
* 44 C.F.R. §§ 208.51–208.66: Reimbursement Claims and Appeals","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
44 C.F.R. §§ 300.1–300.3,Stafford Act,Disaster Preparedness Assistance,Stafford Act,Federal Emergency Management Agency,No triggering event - Capacity Building,Disaster preparedness relief,Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,"""Annual improvement grant"" and technical assistance",No,"* 44 C.F.R. § 300.2 - Technical Assistance
* 44 C.F.R. § 300.3 - Financial Assistance","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
13 C.F.R. 302.1–302.20,Stafford Act,General Terms & Conditions for Investment Assistance,Stafford Act,Federal Emergency Management Agency,Receipt of federal funding,Not applicable,Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,Provides rules surrounding federal assistance and grants in disaster relief programs,No,"* § 302.2: Procedures in Disaster Areas
§ 302.6: Additional requirements: Federal policies and procedures
§ 302.12: Project administration, operation, and maintenance","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
15 C.F.R. §§ 700.1–700.93,Stafford Act ,Defense Priorities and Allocations System to support the Defense Production Act and the Stafford Act,Stafford Act,Department of Defense,"Presidential Major Disaster Declaration,Presidential Emergency Declarations",Authorizes Department of Commerce to use delegated authority on contracts in times of Stafford Emergencies,Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,Establishes several funding schemes and allocations + allows Department of Commerce to establish an ordering,No,"* § 700.3: Priority ratings and rated orders
* § 700.8: Definitions
* §§ 700.10–700.18: Industrial Priorities
* §§ 700.30–700.36: Allocation Actions
* § 700.55: Homeland security, emergency preparedness, and critical infrastructure protection and restoration assistance programs within the United States
* § 700.62 - Directives
* § 700.63: Letters of Understanding
* Schedule I: Approved Programs and Delegate Agencies","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
15 C.F.R. §§ 700.1–700.93,Stafford Act ,Defense Priorities and Allocations System to support the Defense Production Act and the Stafford Act,Stafford Act,Department of Commerce,"Presidential Major Disaster Declaration,Presidential Emergency Declarations",Authorizes Department of Commerce to use delegated authority on contracts in times of Stafford Emergencies,Yes,Domestic,Yes - Subject to Posse Comitatus,Regulation,Include,Parallel Table U.S.C.,NA,5/22/74,3/18/24,COMPS-2977.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/7x2NByuGJVBKXXPUzcwFnA/_WNeYpy8sJRBjBIjiFIAqZOHViaojnhAarBttPB3n7rzP0yLCOeXwV_0rkSBn0YCxPnUP0XPnmG7vP-qzoxnxOMke8UHAW4ghW5EGOQTeV6qIKrGHGxPwXpmdHK3v9b2AdOJa6Xjoys4lPLeRwsNmb5WP2-3Y7RmdycAUA3Wp00/0t3HE4X2COykfRLS6uT9OMQ95sTHNS5T4ilmnv8O58c),,https://www.govinfo.gov/content/pkg/COMPS-2977/pdf/COMPS-2977.pdf,Yes,Establishes several funding schemes and allocations + allows Department of Commerce to establish an ordering,No,"* § 700.3: Priority ratings and rated orders
* § 700.8: Definitions
* §§ 700.10–700.18: Industrial Priorities
* §§ 700.30–700.36: Allocation Actions
* § 700.55: Homeland security, emergency preparedness, and critical infrastructure protection and restoration assistance programs within the United States
* § 700.62 - Directives
* § 700.63: Letters of Understanding
* Schedule I: Approved Programs and Delegate Agencies","Scenario 1,Scenario 2,Scenario 3a,Scenario 3b,Scenario 3c",NA
7 C.F.R. §§ 789.1–789.73,Defense Production Act,Agriculture Priorities and Allocations System,Defense Production Act of 1950,Department of Commerce,Defense Production Act invocation,Needs a health emergency sufficient to invoke the Defense Production Act,No,Domestic,Unclear,Regulation,Include,Parallel Table U.S.C.,NA,9/8/50,8/13/18,Defense_Production_Act_2018.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/H9vhhULg4K0EX1IUXqiHCA/gVk6mabta584OYMtlVoB7vK5x-s7mPvi5UC1llmYUb79XO7u-MopZWZHAOpIhgvkOIXIDpCOYX4J_smAB-zKNjb3fzCJDtcJIJk7FyNQLHlDrDbKK1cAev_LO0ciiMVc_amEornr1SgH-KZ7fdkirrt9uyFhNE4cIteJ5RMOcT8DRL-31e4G5dLAJHsrB7JM/nMGXe9JYIIYN7Yrh__yKn71qLK9_U9Q5lc5tazCs9BE),,https://www.fema.gov/sites/default/files/2020-03/Defense_Production_Act_2018.pdf,,"Provides rules surrounding federal assistance, priorities, and allocations in emergency settings",,"* § 789.8 - Definitions
* § 789.20–24: Special Priorities Assistance
* § 789.40-43 - Official Actions",,NA
42 U.S. Code § 247d–1,Public Health Service Act,Establishes a system for tracking and distributing vaccines and other biological agents to ensure effective response to PHEs. ,Public Health Service Act,Department of Health and Human Services,Health Emergency,Law specifies that system is to be used for influenza or a pandemic,Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),"*comes into effect during PHEs, but I did not see PHEs listed as an explicit trigger as I did in other places
",https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,No,,No,,,NA
42 U.S. Code § 247d–2,Public Health Service Act,"Enables the HHS Secretary to contract with public and private entities to scale up development, production, validation, and dissemination of rapid diagnostic tests to respond to a PHE. ",Public Health Service Act,Department of Health and Human Services,"Health Emergency,PHSA Emergency Declaration","Where a declaration has been made or there is an event with ""significant potential"" to cause such an emergency",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),"*comes into effect during PHEs, but I did not see PHEs listed as an explicit trigger as I did in other places
",https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,,,,,,NA
42 U.S. Code § 247d–3a,Public Health Service Act,"Authorizes the HHS Secretary, acting through the director of the CDC to issue grants designed to  improve state and local public health security for/during PHEs and to require preparation of All-Hazards Public Health Emergency Preparedness and Response Plan(s). Examples of grants provided include: efforts to enhance coordination and run drills. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,N/A,Not applicable,Both,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),"*comes into effect during PHEs, but I did not see PHEs listed as an explicit trigger as I did in other places
",https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Includes grants to states to prepare plans,No,,,NA
42 U.S. Code § 247d–3a,Public Health Service Act,"Authorizes the HHS Secretary, acting through the director of the CDC to issue grants designed to  improve state and local public health security for/during PHEs and to require preparation of All-Hazards Public Health Emergency Preparedness and Response Plan(s). Examples of grants provided include: efforts to enhance coordination and run drills. ",Public Health Service Act,Department of Health and Human Services - Centers for Disease Control and Prevention,No triggering event - Capacity Building,N/A,Not applicable,Both,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),"*comes into effect during PHEs, but I did not see PHEs listed as an explicit trigger as I did in other places
",https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Includes grants to states to prepare plans,No,,,NA
42 U.S. Code § 247d–3b,Public Health Service Act,"Empowers the HHS Secretary to award grants to entities such as hospitals to improve/enhance surge capacity in preparedness for, and in response to, PHEs. ",Public Health Service Act,Department of Health and Human Services,No triggering event - Capacity Building,"N/A
",Not applicable,Domestic,No,Legislation,Include,PHSA,NA,7/1/44,7/2/24,COMPS-8773.pdf (https://v5.airtableusercontent.com/v3/u/32/32/1725645600000/uUl0B_nL2pVkg45MjfRhvw/ajzbRvo7bO5z0ycpcei75oItCkZKc7Ewj7R3sZQbdWCsAYguXEZqahBT86wA648K-Ok0Jzw5VsXzA5qLiBUpE31Dwjsg6whCnhXrhqtGgmKdJ693-DQ31NNPbw1AE3ODQk_CkplHGAom5DYoelryTQ/zIVL50tmpcGZWLx9yyTF_EM8pGD3DnyXX4W44BUc8jg),"*comes into effect during PHEs, but I did not see PHEs listed as an explicit trigger as I did in other places
",https://www.govinfo.gov/content/pkg/COMPS-8773/pdf/COMPS-8773.pdf,Yes,Grants for preparedness,No,,,NA
